player_id,latest_market_value,latest_transfer_date,latest_fee,from_club,to_club
234803,7000000,2017-07-21,€9.00m,3008,31
234807,600000,2021-08-04,?,3008,2761
235247,350000,2018-06-30,End of loan,204,475
235755,300000,2022-08-26,free transfer,422,35272
235862,150000,2024-01-01,free transfer,324,3527
235931,1000000,2021-01-29,End of loan,3522,1390
236168,1200000,2017-06-30,End of loan,475,2282
236235,150000,2019-07-01,free transfer,6560,7154
236243,150000,2023-07-05,free transfer,1750,22431
236400,3500000,2024-06-30,End of loan,6890,141
236471,3800000,2022-07-01,€3.00m,36,3008
236490,3500000,2023-07-22,free transfer,416,703
236708,800000,2019-07-18,?,18544,22381
236966,400000,2020-12-17,,515,35
236997,1500000,2021-08-07,free transfer,683,2420
237164,12000000,2019-07-01,€9.00m,42,533
237317,200000,2023-07-01,free transfer,6110,6456
237334,200000,2023-07-01,free transfer,709,3291
237499,500000,2022-07-05,free transfer,237,1108
237658,3500000,2022-07-01,€3.00m,452,1025
237662,15000000,2022-07-15,€12.50m,18,162
238029,50000,2017-05-21,End of loan,3032,2578
238055,18000000,2024-07-01,,294,515
238223,22000000,2017-07-01,€40.00m,294,281
238266,7000000,2024-06-30,End of loan,1041,180
238479,100000,2024-05-31,End of loan,2578,1042
238537,5000000,2023-07-27,€4.00m,1038,1005
238585,450000,2024-07-01,,355,515
238639,6500000,2020-09-09,€5.00m,1110,3911
238716,700000,2021-07-01,free transfer,1423,290
238752,1500000,2024-06-30,End of loan,714,232
238809,3100000,2023-08-07,free transfer,10484,11282
238868,2500000,2022-07-01,free transfer,1050,331
238993,2000000,2023-07-14,€2.00m,7769,1390
239044,450000,2023-01-08,free transfer,2778,195
239046,500000,2022-08-02,free transfer,76,1091
239215,550000,2024-07-01,,9644,515
239733,900000,2023-09-14,free transfer,385,1467
239743,2000000,2021-08-05,€2.30m,432,826
239802,2500000,2017-07-01,€5.50m,2861,398
239941,1700000,2022-07-01,€1.50m,6574,197
239957,450000,2023-07-01,free transfer,5689,428
239962,3000000,2022-07-06,€4.50m,398,190
240263,700000,2023-07-01,free transfer,30,475
240306,60000000,2020-01-29,€65.00m,336,985
240414,25000000,2019-07-01,€26.00m,410,6195
240457,600000,2024-07-01,,2805,515
240458,800000,2022-07-01,free transfer,22431,6112
240536,900000,2021-07-12,€390k,2311,62
240692,10000000,2022-01-31,€3.00m,1082,13
240756,400000,2020-08-01,free transfer,168,238
241076,2000000,2023-07-21,€2.00m,3522,749
241229,1500000,2024-06-30,End of loan,3911,244
241251,150000,2019-07-01,€470k,6646,589
241307,250000,2019-07-01,?,41,269
241481,3000000,2024-07-01,,873,515
241641,40000000,2017-07-01,€50.00m,162,281
241826,200000,2022-07-01,free transfer,9644,6456
241836,100000,2022-07-06,free transfer,6110,3527
241923,4500000,2022-07-01,€1.10m,4171,276
242084,1500000,2022-07-02,€810k,5544,197
242086,25000000,2020-09-08,€26.50m,12,15
242089,3000000,2024-01-05,€1.00m,941,62
242201,3200000,2024-01-09,€900k,4941,609
242267,950000,2020-10-05,€2.26m,22381,1114
242359,20000000,2021-07-02,€20.50m,410,800
242631,28000000,2023-09-01,€25.70m,29,931
242632,5500000,2023-08-31,€5.80m,124,399
242638,1200000,2023-07-01,€900k,413,324
242846,400000,2021-10-20,,515,7146
242940,900000,2024-01-28,€380k,1390,1047
243028,18000000,2023-01-23,End of loan,405,180
243103,200000,2023-01-19,free transfer,9611,1057
243188,3000000,2022-07-01,€1.50m,18,41
243225,450000,2024-02-12,free transfer,60949,3527
243714,20000000,2017-07-01,€21.00m,506,27
243725,2400000,2024-01-30,free transfer,3205,6890
243760,500000,2022-07-08,free transfer,648,3368
244192,4500000,2024-06-30,End of loan,6195,800
244221,200000,2020-07-07,free transfer,1020,3948
244782,550000,2023-01-09,€250k,7154,168
244792,100000,2021-02-16,?,716,3527
244940,13000000,2022-07-01,€5.00m,3,16
245056,13000000,2023-01-31,€9.80m,416,931
245537,7000000,2023-08-28,€4.50m,1420,1082
245744,3000000,2021-07-01,,515,80
246204,1500000,2023-08-19,€700k,367,714
246291,8000000,2024-06-30,End of loan,12,399
246579,1200000,2020-08-13,free transfer,1003,255
246607,300000,2024-01-29,free transfer,786,4769
246836,500000,2024-02-22,?,24575,13726
246968,6000000,2023-07-06,free transfer,1003,150
247263,375000,2023-07-01,free transfer,3026,1519
247377,2500000,2024-06-30,End of loan,8970,1025
247555,2000000,2022-06-30,End of loan,452,39
247915,7000000,2023-01-19,€9.00m,969,18
248030,1200000,2024-01-18,free transfer,11831,19309
248250,700000,2020-01-29,?,8850,27221
248271,1000000,2024-06-30,End of loan,3209,36
248355,1000000,2022-07-01,free transfer,5544,62
248410,9000000,2019-01-12,€15.00m,609,614
248454,1200000,2021-07-01,free transfer,10690,35
248732,2000000,2019-07-01,€3.50m,294,276
248738,700000,2017-07-12,€300k,5358,331
248932,2000000,2022-03-26,free transfer,10690,9644
248999,900000,2018-01-01,€2.00m,254,60
249089,4000000,2016-07-08,€7.00m,399,989
249121,2000000,2023-07-26,€550k,156,31614
249125,1200000,2023-01-01,€300k,2844,324
249126,10000000,2023-07-01,€11.60m,148,1003
249157,2000000,2018-07-01,€3.00m,317,167
249303,450000,2022-07-01,free transfer,4795,3948
249513,3000000,2024-06-30,End of loan,3709,681
249552,800000,2022-07-01,€300k,1390,520
249565,25000000,2023-07-01,free transfer,1003,405
249568,400000,2022-08-12,?,2282,2727
249636,400000,2022-07-12,free transfer,290,738
249730,15000000,2019-08-24,€18.00m,1108,162
249952,3000000,2020-08-04,€2.50m,41,6890
249983,450000,2022-07-01,free transfer,242,7154
249994,7500000,2021-07-15,€8.00m,683,543
250013,9000000,2023-07-01,€7.20m,39,826
250138,1400000,2022-01-12,?,601,3057
250153,4000000,2024-01-05,€3.00m,380,6195
250426,18000000,2021-08-10,€17.70m,164,180
250478,17000000,2022-07-01,€17.50m,405,762
250683,500000,2023-06-30,End of loan,1386,6195
250844,8000000,2023-07-10,free transfer,667,36
250845,100000,2013-04-25,€995k,1306,13
251075,18000000,2022-07-05,€7.40m,1082,12
251079,750000,2023-06-30,End of loan,924,2832
251299,2500000,2023-07-01,free transfer,39,167
251302,8000000,2021-07-08,€7.00m,157,167
251303,1800000,2022-07-01,€600k,1096,35
251309,100000,2016-07-01,,8925,533
251322,4500000,2023-07-15,€8.00m,409,162
251345,600000,2023-07-01,free transfer,11688,7775
251447,400000,2023-07-01,,7119,110302
251587,750000,2024-07-01,free transfer,987,43
251845,9000000,2023-08-20,€250k,1148,1049
251876,5000000,2022-07-01,€3.00m,79,237
251878,7000000,2023-07-03,free transfer,39,252
251892,1000000,2021-07-01,free transfer,368,648
251897,2500000,2023-06-30,End of loan,1108,621
252608,1500000,2023-07-01,free transfer,9644,255
252689,2300000,2023-07-01,free transfer,4630,7775
253341,8000000,2023-09-01,€1.20m,11,873
253668,200000,2023-07-01,free transfer,10704,6456
253677,5000000,2019-07-08,€22.30m,989,405
253765,3500000,2023-01-31,€2.00m,58,1010
253817,500000,2019-07-01,free transfer,1241,43
253839,4500000,2024-01-26,?,28844,7732
254985,3000000,2024-06-30,End of loan,4785,2740
255109,50000,2022-09-02,free transfer,422,12407
255401,500000,2024-02-02,?,9644,6112
255440,1500000,2023-03-31,free transfer,698,501
255488,700000,2016-07-01,,6688,621
255508,5000000,2015-07-01,,6688,621
255519,100000,2023-07-01,free transfer,428,28893
255688,600000,2023-08-11,free transfer,265,2381
255731,250000,2021-07-01,?,11177,677
255755,7500000,2023-07-23,€4.60m,985,18544
255788,250000,2021-08-15,€880k,3688,677
255905,150000,2021-02-26,free transfer,8936,6110
255906,10000000,2024-06-30,End of loan,190,703
255910,750000,2023-02-22,?,2118,428
255942,50000000,2020-09-01,€32.50m,1390,46
256000,1800000,2022-07-06,?,669,2832
256097,500000,2023-07-01,free transfer,254,5546
256103,250000,2019-01-10,?,7975,1322
256178,2500000,2015-07-01,€4.90m,358,31
256267,7000000,2022-07-22,€8.02m,398,237
256339,6000000,2024-06-30,End of loan,46,1038
256429,2000000,2023-07-01,€1.00m,366,2687
256448,22000000,2020-09-01,€24.00m,800,12
256977,13000000,2024-06-30,End of loan,683,543
257062,5000000,2018-08-23,€4.50m,2687,367
257376,8000000,2022-07-11,€750k,16795,3709
257455,25000000,2022-07-04,€22.00m,336,931
257462,8000000,2023-09-01,free transfer,430,5
257474,725000,2020-06-30,End of loan,3057,416
257707,200000,2021-08-25,free transfer,7056,2425
257732,14000000,2020-08-31,End of loan,276,6195
257785,275000,2021-07-28,,515,3205
257805,6000000,2023-08-20,€3.00m,1083,22381
257808,400000,2022-01-13,?,306,501
257814,13000000,2021-07-01,€15.00m,79,16
257851,1800000,2024-01-31,?,3368,683
258002,1000000,2023-02-07,?,324,168
258004,35000000,2020-09-29,€71.60m,294,281
258005,1800000,2023-06-30,End of loan,1465,683
258007,1500000,2022-07-29,€500k,1109,9644
258027,8000000,2024-06-30,End of loan,12,583
258032,1000000,2024-07-01,,255,515
258039,3000000,2022-07-01,free transfer,1096,24
258626,10000000,2021-07-01,€8.00m,10948,18544
258878,20000000,2024-07-01,,931,515
258889,10000000,2019-01-04,€21.20m,31,989
258911,375000,2024-06-30,End of loan,27221,18544
258912,400000,2024-01-24,,515,903
258919,18000000,2023-08-31,€17.50m,985,873
258987,6500000,2023-08-10,€5.00m,371,940
259025,5000000,2022-08-31,€2.00m,1158,449
259953,7500000,2024-07-01,€3.50m,5,36
260038,500000,2021-07-02,€430k,5546,377
260071,250000,2024-06-30,End of loan,13753,62
260166,2400000,2024-06-30,End of loan,11282,703
260377,500000,2024-12-31,End of loan,1234,679
260381,500000,2019-11-30,End of loan,46719,4291
260385,1100000,2022-07-01,?,2352,1214
260706,200000,2020-08-12,€45k,428,15906
260806,4000000,2022-03-14,,515,172
260827,22000000,2021-07-28,€17.50m,1041,873
260841,3000000,2024-05-31,End of loan,512,1003
260842,300000,2023-07-04,?,15906,5546
260846,1200000,2022-07-20,€700k,4,197
261085,1800000,2022-08-03,€400k,428,9644
261155,400000,2021-02-11,free transfer,4,7146
261182,500000,2021-04-08,free transfer,3829,14806
261504,1800000,2021-07-23,free transfer,1533,12321
261913,800000,2019-12-31,End of loan,715,941
261927,1750000,2017-07-18,free transfer,1084,1075
262226,25000000,2023-08-29,€13.00m,1003,931
262300,2500000,2023-07-11,free transfer,2288,180
262396,500000,2018-07-01,,6688,621
262523,150000,2015-07-01,,10958,5
262545,400000,2020-07-01,free transfer,40604,2759
262704,225000,2023-07-12,?,1897,715
262749,35000000,2024-06-30,End of loan,11,1148
262845,1200000,2022-01-30,€1.30m,18487,1114
262939,2500000,2024-06-30,End of loan,331,1050
262980,20000000,2023-07-01,free transfer,989,873
263236,5000000,2021-08-06,€5.50m,167,826
263359,500000,2021-01-19,?,5544,1496
263380,6000000,2024-06-30,End of loan,60,533
263546,950000,2020-09-03,?,6890,3205
263727,12000000,2019-07-01,€14.00m,1533,368
263843,400000,2022-07-10,free transfer,648,759
263918,25000000,2018-07-27,€30.00m,2410,162
264014,3500000,2023-07-13,€1.45m,866,6600
264116,1200000,2024-06-30,End of loan,1103,1390
264236,50000,2023-07-15,?,6017,40079
264278,700000,2023-07-01,free transfer,7146,7154
264302,250000,2023-07-14,free transfer,986,2578
264372,22000000,2023-01-17,€5.00m,338,12321
264796,1700000,2022-07-30,free transfer,11127,255
264872,300000,2022-07-19,free transfer,7154,1750
264888,500000,2024-06-30,End of loan,28844,7732
264909,450000,2020-09-10,€5.56m,27221,18544
264956,1500000,2022-07-01,free transfer,995,26
265038,250000,2022-07-22,?,5225,7805
265051,350000,2022-08-10,?,941,5544
265056,300000,2019-02-20,?,62,814
265078,3500000,2022-08-29,?,543,1047
265088,30000000,2023-07-01,€36.40m,6574,506
265127,2000000,2023-06-30,End of loan,33,2282
265209,800000,2023-07-01,free transfer,504,80
265542,100000,2019-01-16,free transfer,825,3840
265545,650000,2024-02-13,free transfer,10217,5689
265569,750000,2023-02-17,?,6,152
265763,1300000,2023-08-15,?,2861,601
265879,400000,2022-09-02,?,10484,5544
265893,50000,2023-07-01,free transfer,8984,28893
265990,150000,2024-02-01,free transfer,1034,2759
266070,300000,2024-01-30,free transfer,37535,10663
266239,150000,2021-07-01,free transfer,428,6456
266250,100000,2018-08-08,free transfer,6456,6112
266269,75000,2020-08-01,free transfer,238,6112
266302,50000000,2023-07-12,€40.00m,398,1114
266359,1750000,2017-07-01,€3.50m,826,273
266807,5000000,2015-01-01,€10.50m,1775,13
267152,200000,2023-07-04,free transfer,9644,428
267503,300000,2023-07-19,?,377,13726
267967,250000,2024-06-30,End of loan,9840,1114
268095,175000,2023-07-11,free transfer,22381,8023
268112,3000000,2024-06-30,End of loan,1096,932
268327,1200000,2023-07-01,€1.20m,1100,3948
268429,2500000,2022-07-01,free transfer,2790,410
268620,800000,2020-09-11,?,3508,76
268713,300000,2023-08-04,?,3508,2817
269171,400000,2023-02-08,?,820,10484
269503,600000,2022-08-30,?,173,239
270171,675000,2020-10-03,€600k,80,1148
270393,6500000,2024-07-01,,533,515
270541,14000000,2023-07-01,€9.00m,273,79
270791,275000,2023-07-01,€65k,13299,1321
270905,2000000,2023-07-01,free transfer,3719,238
271021,1000000,2021-07-21,€1.00m,237,1533
271098,4000000,2023-08-01,€2.50m,683,2282
271441,300000,2023-01-20,?,54189,9010
271455,3000000,2023-09-01,€1.50m,294,940
271495,8000000,2024-02-01,€2.50m,449,3008
271716,600000,2023-01-25,€206k,69261,25467
272261,12000000,2023-01-31,€7.86m,276,430
272278,2500000,2021-07-19,€2.50m,127,79
272537,350000,2023-07-01,free transfer,9510,3527
272539,450000,2022-09-01,?,370,354
272542,100000,2023-02-22,free transfer,21101,13653
272587,3000000,2022-07-01,€4.50m,35,60
272622,10000000,2022-08-10,€17.80m,379,931
272631,1300000,2024-06-30,End of loan,3209,11282
272642,32000000,2023-07-30,€27.20m,762,18487
272812,1300000,2022-08-29,€1.50m,3,410
272855,12000000,2024-06-30,End of loan,449,180
272999,15000000,2019-01-31,€24.00m,51663,762
273101,250000,2019-07-01,?,1496,5225
273132,15000000,2023-08-15,€13.00m,46,89
273669,200000,2022-07-01,free transfer,69,2036
274047,200000,2022-01-22,free transfer,48325,8031
274344,300000,2024-01-26,?,708,2381
274461,1500000,2023-07-01,free transfer,16,80
274839,8000000,2017-01-03,€17.60m,1184,1003
274862,6500000,2020-07-01,€5.00m,3368,995
275218,6000000,2024-06-30,End of loan,16795,209
275249,2500000,2023-08-04,€2.50m,86,415
275303,1000000,2017-01-31,€1.04m,202,800
275683,525000,2023-01-16,?,924,7160
275935,5000000,2023-07-21,free transfer,449,3840
275939,300000,2023-07-11,free transfer,1304,5544
276030,800000,2023-07-03,free transfer,78312,4294
276337,450000,2024-01-31,free transfer,2381,7775
276764,700000,2022-07-01,free transfer,1241,43
276896,10000000,2022-06-30,End of loan,232,244
277033,8000000,2024-05-31,End of loan,180,989
277114,5000000,2023-07-23,free transfer,60529,27221
277137,2400000,2020-08-04,free transfer,234,940
277179,8000000,2024-06-30,End of loan,12,23826
277384,1500000,2019-07-01,€1.50m,862,237
278296,200000,2016-07-01,free transfer,714,237
278332,3000000,2018-06-30,End of loan,38,18
278343,6800000,2020-07-01,€7.00m,82,167
278359,6000000,2024-06-30,End of loan,15,150
278531,3000000,2023-07-01,€2.50m,6195,749
278676,350000,2022-07-01,free transfer,168,255
278837,1500000,2019-07-01,€2.00m,3302,1108
279009,5000000,2023-08-22,€3.00m,44,39
279455,17000000,2021-07-24,€14.00m,31,931
279570,10000000,2023-07-12,free transfer,964,738
280178,1400000,2024-07-01,,31614,515
280312,450000,2021-07-01,€125k,2300,9644
280387,1200000,2023-01-23,€700k,452,415
280409,500000,2024-07-01,,11177,465
280491,300000,2022-07-01,free transfer,3207,7160
280575,4000000,2022-07-27,€1.70m,82,167
280730,5000000,2023-09-01,€3.00m,418,681
280864,200000,2019-01-01,?,6377,1897
280875,125000,2023-02-15,?,814,715
280939,50000,2014-07-22,€2k,22318,2300
281376,200000,2020-01-29,free transfer,9644,22431
281404,7000000,2022-09-01,€500k,631,366
281769,25000000,2019-07-18,€25.00m,714,13
281906,1300000,2024-06-30,End of loan,318,941
281963,45000000,2023-07-09,€45.00m,27,583
281989,5000000,2022-07-25,€5.00m,16795,3709
282144,4000000,2023-07-01,€1.60m,82,1005
282169,400000,2023-07-07,€250k,202,607
282349,600000,2022-07-01,€250k,33,269
282388,15000000,2023-07-01,€12.00m,276,6195
282411,20000000,2019-07-01,€30.00m,418,13
282421,1000000,2023-07-01,free transfer,1533,472
282429,12000000,2024-05-31,End of loan,1148,148
282434,500000,2023-01-01,€400k,324,9644
282488,100000,2023-08-01,?,48913,7160
282560,950000,2021-01-20,€220k,6646,3205
282660,2000000,2023-07-01,€500k,44,79
282672,700000,2019-06-30,End of loan,13702,472
282700,1200000,2024-06-30,End of loan,1244,3368
282722,2500000,2024-06-30,End of loan,71665,150
282726,300000,2024-12-31,End of loan,79097,3329
282734,1700000,2024-06-30,End of loan,540,338
282810,5000000,2023-07-01,€5.20m,12,940
282823,500000,2022-12-31,End of loan,3641,148
283170,4200000,2022-06-30,End of loan,141,131
283196,7000000,2023-07-07,€5.00m,417,58
283225,350000,2023-08-04,?,678,24575
283227,600000,2021-08-17,€538k,865,415
283497,1200000,2024-07-01,free transfer,105,2036
283580,400000,2022-07-01,free transfer,29228,968
283614,300000,2023-08-18,free transfer,1321,13726
283621,900000,2019-07-01,€600k,2311,941
283628,12000000,2020-07-27,€16.20m,62,379
283735,18000000,2022-07-01,€7.10m,276,398
283765,25000,2020-03-26,free transfer,2961,23184
283994,11000000,2023-01-24,€6.00m,667,39
284010,3000000,2023-07-01,€1.10m,10,18
284165,18000000,2022-07-08,€31.25m,148,610
284248,2000000,2021-07-01,free transfer,65,89
284270,350000,2023-06-30,End of loan,192,18
284595,2000000,2023-07-18,€2.00m,1038,1390
284730,30000000,2022-09-01,€20.00m,16,281
284732,20000000,2023-07-01,free transfer,18,16
284769,1500000,2023-07-01,€1.50m,79,60
284854,15000000,2021-07-10,€5.00m,131,3709
284857,28000000,2022-08-05,€65.30m,1237,631
284871,200000,2024-01-09,free transfer,255,5689
284883,10000000,2024-06-30,End of loan,683,720
284884,2500000,2024-06-30,End of loan,3709,368
285283,250000,2023-07-06,?,3455,370
285322,2000000,2022-08-12,free transfer,2282,2727
285323,15000000,2021-08-17,€14.00m,60,273
285771,1500000,2023-07-28,free transfer,3631,1444
285845,8000000,2023-08-07,free transfer,11,1041
286005,700000,2024-06-30,End of loan,10484,354
286044,200000,2022-07-01,,515,41274
286047,16000000,2023-07-01,€18.50m,749,148
286297,12000000,2017-07-01,€10.00m,6574,12
286384,3400000,2024-01-01,free transfer,114,1050
286415,12000000,2022-07-01,€12.00m,12,244
286772,400000,2023-07-06,€1.50m,1023,7378
286908,150000,2015-07-01,,10789,1075
287051,450000,2023-07-01,free transfer,2759,1211
287235,250000,2021-07-01,free transfer,2118,6107
287579,22000000,2024-06-30,End of loan,985,430
287600,450000,2023-07-01,€450k,380,5689
287635,900000,2023-08-10,€500k,653,290
287920,3000000,2024-06-30,End of loan,105,89
288225,20000000,2023-07-05,€15.00m,995,273
288230,60000000,2023-08-12,€50.00m,131,583
288253,16000000,2022-07-01,€10.00m,39,336
288255,7000000,2024-06-30,End of loan,24,985
288259,400000,2024-01-12,End of loan,202,385
288318,4000000,2022-08-24,€1.00m,714,3302
288323,100000,2022-07-15,€700k,1020,677
288340,2700000,2023-07-12,€2.20m,105,167
288390,350000,2022-07-01,,18544,39500
288429,725000,2020-06-30,End of loan,260,167
288827,100000,2018-07-01,free transfer,9644,28893
288858,575000,2022-07-01,free transfer,1467,2381
288948,100000,2022-08-13,free transfer,1123,987
289075,1800000,2022-08-05,€2.00m,279,660
289165,500000,2022-08-31,free transfer,398,6112
289172,100000,2021-09-13,,515,55704
289255,2500000,2024-07-01,,1108,515
289257,1200000,2022-07-11,free transfer,681,1108
289404,800000,2022-07-01,free transfer,467,260
289432,1200000,2023-07-21,?,3329,618
289446,5000000,2024-02-01,free transfer,430,1390
289592,22000000,2024-06-30,End of loan,1041,703
289648,5000000,2023-02-03,€5.00m,3948,623
289713,700000,2022-01-12,€800k,172,10484
289835,3500000,2022-07-01,€4.00m,190,86
290017,8000000,2023-06-30,End of loan,1010,410
290249,3000000,2018-07-01,€2.15m,18074,3709
290256,3000000,2024-05-01,,515,656
290261,2000000,2020-07-01,€6.00m,172,157
290271,400000,2021-07-24,?,321,7154
290273,1000000,2021-06-30,End of loan,142,1533
290336,1800000,2024-02-09,free transfer,336,10484
290346,800000,2024-07-01,€1.00m,16795,366
290391,4000000,2020-08-21,€3.75m,2425,336
290532,22000000,2024-06-30,End of loan,1041,379
290537,2000000,2020-07-01,€1.00m,29228,1096
290587,13000000,2023-07-05,free transfer,3,24
290801,325000,2024-05-31,End of loan,349,1194
291200,18000000,2022-07-06,€10.00m,39,703
291399,750000,2024-06-30,End of loan,2431,152
291417,30000000,2019-07-01,€48.00m,1041,418
291548,250000,2022-07-19,€400k,449,7775
291739,8500000,2023-08-16,€5.25m,1123,114
291750,550000,2021-07-05,free transfer,820,2293
291760,400000,2023-02-17,free transfer,2832,126
291927,100000,2022-07-01,free transfer,152,7775
291939,1000000,2024-07-01,,6912,515
292130,300000,2022-07-01,free transfer,5699,6110
292139,500000,2022-08-01,€2.00m,1072,164
292199,250000,2016-06-30,End of loan,12381,449
292246,16000000,2022-07-01,€16.70m,23826,543
292356,1000000,2022-08-31,€450k,1091,798
292365,350000,2021-07-01,free transfer,3327,2423
292417,20000000,2023-09-07,€9.30m,29,7732
292520,250000,2021-07-01,?,814,1897
292534,1200000,2021-07-01,€600k,157,35
292779,700000,2020-01-01,€770k,8751,62
292808,10000000,2022-09-01,€17.00m,1421,1003
292812,1000000,2023-01-24,free transfer,4309,23
292818,20000000,2023-07-18,free transfer,1082,940
292820,400000,2022-08-17,?,1402,738
293194,12000000,2023-09-01,€8.00m,79,610
293200,17000000,2023-08-08,€10.60m,379,416
293213,6000000,2023-02-02,€3.20m,2293,114
293281,8000000,2024-06-30,End of loan,1132,533
293355,600000,2022-07-01,?,941,1496
293357,650000,2023-12-31,End of loan,715,941
293359,500000,2023-01-23,?,715,5546
293360,300000,2020-08-11,€150k,1897,1322
293366,200000,2023-07-06,?,377,1897
293385,35000000,2020-01-25,€29.00m,419,23826
293998,850000,2023-08-25,free transfer,7775,6890
294057,60000000,2023-07-01,€46.30m,1003,148
294191,50000,2019-07-01,free transfer,22318,428
294321,2500000,2023-02-15,€550k,294,447
294772,1800000,2023-07-11,€1.80m,172,238
294808,25000000,2023-08-09,€12.50m,131,18487
294817,300000,2023-01-01,,515,8024
295024,2800000,2024-06-30,End of loan,265,36
295060,2200000,2023-07-01,free transfer,1096,337
295183,2500000,2024-06-30,End of loan,749,1390
295313,20000000,2022-07-01,€20.50m,89,703
295327,1500000,2023-09-07,€2.50m,3268,71665
295330,15000000,2017-08-03,€27.70m,281,1003
295495,800000,2023-08-08,€150k,9644,168
295509,200000,2022-03-28,free transfer,6399,23184
295764,650000,2022-01-21,€2.40m,422,28844
296356,2000000,2024-01-24,,515,3057
296384,1800000,2023-01-31,€800k,1059,2440
296397,5500000,2022-07-01,€5.00m,44,167
296422,3000000,2024-06-30,End of loan,931,5
296428,100000,2021-06-30,End of loan,187,269
296622,25000000,2023-07-06,free transfer,418,583
297070,10000000,2023-07-01,free transfer,273,681
297194,1200000,2022-06-30,End of loan,1244,940
297234,650000,2022-07-01,free transfer,22431,88
297257,3000000,2024-05-31,End of loan,984,371
297583,3500000,2023-07-11,€3.80m,60,79
297680,275000,2022-07-01,free transfer,13726,2311
298091,6000000,2023-01-31,€17.00m,512,1003
298197,1200000,2020-08-17,End of loan,3302,1108
298477,8000000,2019-08-02,€19.10m,2288,350
298575,400000,2018-01-01,,8516,331
298583,4000000,2024-06-30,End of loan,995,1049
298635,1500000,2022-08-02,€300k,41101,380
298976,9000000,2022-08-01,€10.00m,418,3709
299587,225000,2023-07-01,free transfer,13744,7087
299839,25000,2023-02-03,?,55705,11282
300422,25000,2023-07-11,free transfer,28887,6112
300532,3000000,2024-06-30,End of loan,1005,1083
300716,12000000,2024-06-30,End of loan,681,11
301238,3800000,2022-07-01,€4.15m,46,2919
301824,400000,2022-07-01,free transfer,2423,2300
302371,7000000,2020-10-04,€3.20m,3329,720
303116,1800000,2019-06-30,End of loan,2239,430
303219,9000000,2024-07-01,€4.00m,3,79
303254,28000000,2021-07-01,€34.40m,631,5
303259,12000000,2023-08-24,€10.00m,44,368
303440,650000,2022-07-01,?,62,377
303657,3000000,2024-06-30,End of loan,989,46
303766,700000,2023-08-01,?,801,1011
304144,175000,2022-07-01,free transfer,22140,27114
304870,700000,2023-07-25,free transfer,20590,10503
305946,200000,2021-07-07,free transfer,3325,982
305947,3000000,2022-01-31,€1.50m,1090,252
306024,100000,2016-08-31,€1.80m,350,29
306166,1000000,2023-09-12,?,290,10484
306462,2800000,2020-08-11,free transfer,2381,36
306668,800000,2022-01-05,free transfer,4294,2425
307058,10000000,2024-07-01,free transfer,720,46
307094,700000,2023-07-24,?,1072,43
307183,700000,2024-07-01,?,127,2036
307800,600000,2023-07-01,free transfer,23,354
307823,100000,2024-05-31,End of loan,2759,3884
307870,1800000,2023-01-01,?,9598,3229
307924,12000000,2023-08-30,€14.00m,167,533
308133,1500000,2023-08-28,€700k,415,290
308278,1200000,2023-08-22,,515,2381
308279,10000000,2022-07-04,€8.20m,506,430
308371,1000000,2022-07-01,free transfer,2423,2420
308439,4500000,2022-08-31,€4.00m,826,501
308444,600000,2022-02-07,?,9614,687
308459,150000,2023-02-13,free transfer,36224,2761
308628,200000,2023-07-01,?,479,814
308989,300000,2020-08-10,free transfer,13222,1244
309110,18000000,2022-07-06,€14.00m,940,681
309400,55000000,2023-07-01,€75.00m,631,11
309847,500000,2023-07-07,€20k,8818,6110
309944,1400000,2022-07-05,free transfer,10330,749
310131,500000,2017-07-12,?,520,2727
310458,3600000,2022-06-30,End of loan,1038,276
311044,3500000,2023-07-17,free transfer,2687,367
311333,100000,2018-01-31,free transfer,22275,1047
311489,2500000,2023-09-01,€1.50m,714,152
312374,100000,2024-06-30,End of loan,83909,3840
312493,2200000,2023-09-07,?,468,17209
312678,2200000,2022-07-08,€2.00m,5,6890
312773,100000,2023-07-05,€100k,2921,252
312819,600000,2023-07-01,free transfer,80,452
313094,4000000,2020-08-03,€7.00m,452,417
313888,500000,2024-02-25,?,3654,5689
313944,1200000,2022-08-30,?,1090,31614
314288,12000000,2021-07-16,€8.00m,281,82
314295,4000000,2019-08-02,€2.00m,379,167
314367,13000000,2022-01-31,€7.75m,2420,336
314398,3000000,2021-07-08,free transfer,269,39
314875,10000000,2020-01-31,€21.30m,3008,379
314944,1500000,2023-07-04,€900k,2503,2420
314965,2000000,2023-06-30,End of loan,11282,2919
314980,600000,2024-06-30,End of loan,3508,968
315063,5000000,2024-07-01,free transfer,1390,26069
315110,4500000,2024-01-30,?,40039,7732
315138,1200000,2024-06-30,End of loan,678,279
315145,10000000,2024-01-22,€15.50m,1421,273
315253,200000,2022-07-01,?,317,1435
315332,1700000,2024-06-30,End of loan,44,39
315474,400000,2024-06-30,End of loan,17195,496
315604,2500000,2024-06-30,End of loan,2687,533
315733,300000,2024-03-27,€160k,267,4309
315762,850000,2022-07-08,€1.40m,1304,940
315779,25000000,2023-07-13,€20.00m,631,5
315853,15000000,2019-06-30,End of loan,130,46
315858,60000000,2021-07-14,free transfer,5,583
315862,1300000,2024-06-30,End of loan,5621,252
315865,15000000,2023-07-01,€20.00m,46,6574
315867,22000000,2023-08-07,€25.50m,379,800
